FamilyID,Change,Species,Trend,Pvalue,Significance
OG0007052,-1,CGAR,Contraction,0.527,n
OG0007052,-1,CMAC,Contraction,0.527,n
OG0007053,-1,CFUS,Contraction,0.787,n
OG0007053,1,PDJA,Expansion,0.787,n
OG0007054,1,PHYP,Expansion,0.952,n
OG0007055,-1,BYAR,Contraction,0.039,y
OG0007055,-1,CFUS,Contraction,0.039,y
OG0007055,2,CMAG,Expansion,0.039,y
OG0007055,-1,CMAC,Contraction,0.039,y
OG0007055,1,SMER,Expansion,0.039,y
OG0007055,1,CGAR,Expansion,0.039,y
OG0007056,-1,BYAR,Contraction,0.811,n
OG0007056,2,TFUL,Expansion,0.811,n
OG0007057,-1,CFUS,Contraction,0.64,n
OG0007057,2,TFUL,Expansion,0.64,n
OG0007059,-1,BYAR,Contraction,0.853,n
OG0007059,-1,CFUS,Contraction,0.853,n
